,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species
189,Jan,2017,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,M,20,Minor injuries to foot & toes,UNKNOWN,18h00,Shark involvement not confirmed
190,Dec,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,N,17h00,
191,Dec,2016,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,,Buttock bitten,N,Morning,a small shark
192,Dec,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,M,55,"No injury, but ski severely damaged",N,07h00,"White shark, 4 m"
193,Dec,2016,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,61,Punctures to left foot/ankle,N,09h30,
194,Dec,2016,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,M,40s,Hand injured?,N,,
195,Dec,2016,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,UNKNOWN,Afternoon,Shark involvement not confirmed
196,Dec,2016,Provoked,AUSTRALIA,New South Wales,Merimbula,Fishing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,02h00,"Wobbegong shark, 2m"
197,Dec,2016,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,N,09h00,White shark
198,Nov,2016,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11h00,"Broadnose sevengill shark, 1.5 m"
199,Nov,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,F,58,Injuries to right calf and thigh,N,10h30,Tiger shark
200,Oct,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,N,Afternoon,
201,Oct,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,N,Afternoon,
202,Oct,2016,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,N,07h30,
203,Oct,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured,N,17h00, 6' to 8' shark
204,Oct,2016,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,M,,Torso nipped,N,18h00,
205,Oct,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,N,09h50,
206,Oct,2016,Invalid,MEXICO,,Guadalupe Island,Cage Diving,M,,"Shark breached cage, no injury to diver",UNKNOWN,,White shark
207,Oct,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,10h30,
208,Oct,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,N,16h00,
209,Oct,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,N,11h30,
210,Oct,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,M,32,Minor injuries,N,17h30,
211,Sep,2016,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,N,9h00,"White shark, 3.5 m"
212,Sep,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,N,13h00,
213,Sep,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,N,11h00,
214,Sep,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,N,10h43,
215,Sep,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",N,After noon,
216,Sep,2016,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,M,,Struck by fin on chest & leg,N,,
217,Sep,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,,No injury: Knocked off board by shark,N,,2 m shark
218,Sep,2016,Boating,AUSTRALIA,Western Australia,Bunbury,Fishing,,,Shark rammed boat. No injury to occupant,N,,
219,Sep,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,60s,Minor injury to arm,N,15h15,3' to 4' shark
220,Sep,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,51,Severe lacerations to shoulder & forearm,N,14h30,"Tiger shark, 10'"
221,Sep,2016,Unprovoked,NEW CALEDONIA,North Province,Koumac,Surfing,M,50,FATAL,Y,15h40,
222,Sep,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,Lacerations & punctures to lower right leg,N,Late afternoon,
223,Sep,2016,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,M,,"No inury, board broken in half by shark",N,Late afternoon,
224,Sep,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,9,Foot bitten,N,,
225,Sep,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Fishing,M,22,Two toes broken & lacerated,N,,"White shark, 8' to 10'"
226,Sep,2016,Invalid,MEXICO,,Guadalupe Island,Cage Diving,,,"No injury to divers, white shark breached cage",UNKNOWN,,Invalid
227,Aug,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,Lacerations to right foot,N,15h00,"Bull shark, 6'"
228,Aug,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,N,14h00,
229,Aug,2016,Unprovoked,REUNION,,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,17h00,"Bull shark, 3.5 m"
230,Aug,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,N,16h00,
231,Aug,2016,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,15,Lacerations to left leg,N,,
232,Aug,2016,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,21,"No inury, shark & board collided",N,16h30,"Tiger shark, 10' "
233,Aug,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,N,,Blacktip shark
234,Jul,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,Lacerations to right hand,N,11h30,Blue shark
235,Jul,2016,Unprovoked,CHINA,Hong Kong,,Swimming,M,72,Lacerations to leg,N,,
236,Jul,2016,Boating,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,,"No injury, shark nudged kayak repeatedly",N,,White shark
237,Jul,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,,"Nurse shark, 4'"
238,Jul,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,12h00,
239,Jul,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,Lacerations to left leg,N,19h05,
240,Jul,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,Calf bumped but no injury,N,,
241,Jul,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Fishing,M,,Lacerations to face and right leg,N,,"Bull shark, 6'"
242,Jul,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,After noon,"reef shark, 1m"
243,Jul,2016,Boating,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,,,"No injury, shark bit trolling motor",N,,"Tiger shark, 10' "
244,Jul,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,Minor injury to leg,N,1300,
245,Jul,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,F,11,Minor injury to toes,N,11h00,
246,Jul,2016,Unprovoked,USA,California,"Surfside, Orange County",Surfing,M,61,"No injury, board damaged",N,17h00,"White shark, 10' to 12'"
247,Jul,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,,Puncture wounds to foot,N,,
248,Jul,2016,Unprovoked,BAHAMAS,,Tiger Beach,Scuba Diving,M,,Face bruised when partly blind shark collided with him,N,,"Lemon shark, 9'"
249,Jul,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,,Angel shark
250,Jul,2016,Boating,USA,California,"Capitola, Santa Cruz County",Fishing for squid,M,,"No injury. Hull bitten, tooth fragment recovered",N,,White shark
251,Jul,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10h00,dogfish shark
252,Jul,2016,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,M,,"No injury. Hull bitten, tooth fragment recovered",N,,White shark
253,Jul,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",N,14h30 / 15h30,
254,Jul,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,22h00,Tawny nurse shark
255,Jun,2016,Unprovoked,USA,South Carolina,Sullivan's Island,,M,35,Minor injury,N,16h20,3' to 4' shark
256,Jun,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,Foot injured,N,14h34,
257,Jun,2016,Unprovoked,COLUMBIA,Isla Provedencia,,Scuba Diving,M,59,Severe bite to right hand,N,11h00,"Caribbean reef shark, 4.5'"
258,Jun,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Fishing,M,43,Injuries to left leg & right hand,N,,White shark
259,Jun,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,42,Lacerations and punctures to foot,N,15h25,3' to 5' shark
260,Jun,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,,Injuries to right calf,N,14h55,
261,Jun,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,,Single puncture wound to arm,N,06h00,3' to 4' shark
262,Jun,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,Fishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,,5' shark
263,Jun,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,6,Injury to lower leg,N,17h30,3' to 4' shark
264,Jun,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,Laceration to wrist,N,15h00,3' shark
265,Jun,2016,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,"No injury, board damaged",UNKNOWN,11h30,Said to involve an 8' shark but more likely damage caused by debris
266,Jun,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,Leg bitten,N,08h30,
267,Jun,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,FATAL,Y,11h30,3+ m shark
268,Jun,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,"Leg severely bitten, surgically amputated",N,Morning,Mako shark
269,Jun,2016,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Fishing,M,,"No injury, but sharks repeatedly hit their fins and guns",UNKNOWN,,Bronze whaler sharks x 3
270,Jun,2016,Unprovoked,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Surfing,M,,Laceration to heel,N,Afternoon,3 m shark
271,May,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,29,FATAL,Y,16h00,White shark
272,May,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52,Injuries to arm and shoulder,N,16h00,
273,May,2016,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,Injury to posterior right leg,N,15h45,5' shark
274,May,2016,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,57,Puncture wounds to thigh,N,12h00,
275,May,2016,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,F,22,Lacerations and puncture wounds to foot and ankle,N,18h00,"Bull shark, 4' to 5'"
276,May,2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,11,"Back, arm & hand injured",N,17h46,
277,May,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,48,Ankle bitten,N,Morning ,"Blacktip shark, 4'"
278,May,2016,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,F,23,Arm grabbed PROVOKED INCIDENT,N,13h20,"Nurse shark, 2'"
279,May,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,M,59,Minor lacerations to right shoulder,N,15h49,
280,May,2016,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,M,39,Foot bitten by landed shark PROVOKED INCIDENT,N,Afternoon,"Mako shark, 1.5 m [5'] "
281,Apr,2016,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,24,Elbow bitten,N,07h00,"Bull shark, 6'"
282,Apr,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Minor injury to left foot,N,17h30,
283,Apr,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,,"No injury, surf-ski bitten",N,08h00,White shark
284,Apr,2016,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,12,Minor puncture wound to foot,N,12h00,Wobbegong shark
285,Apr,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Fishing,M,22,Laceration to knee by speared shark PROVOKED INCIDENT,N,Morning,"Grey reef shark, 2 m"
286,Apr,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Fishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,Morning,"Grey reef shark, 2 m"
287,Apr,2016,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Fishing,M,26,Multiple bites to right arm,N,,"Bull shark, 7'"
288,Apr,2016,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,F,69,FATAL,Y,10h45,"Tiger shark, 2.5 m"
289,Apr,2016,Invalid,CAPE VERDE,Boa Vista Island,,,M,60,"""Serious""",UNKNOWN,,Shark involvement not confirmed
290,Apr,2016,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,34,Left hand bitten,N,,5' to 6' shark
291,Apr,2016,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,M,,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,UNKNOWN,,
292,Mar,2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,46,Minor injury to left foot,N,11h00,
293,Mar,2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,M,22,Severe injury to thigh,N,19h00,
294,Mar,2016,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",,M,Teen,Minor injury to arm. Possibly caused by smalll nurse shark,UNKNOWN,,Shark involvement not confirmed
295,Mar,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,41,"No injury, board dented",N,11h00,
296,Mar,2016,Provoked,BAHAMAS,,,,M,9,Minor injury to chest PROVOKED INCIDENT,N,,"Nurse shark, 2.5-ft"
297,Mar,2016,Invalid,USA,California,"Bolsa Chica State Park, Orange County",Surfing,,,Board reportedly bumped by shark. No injury,UNKNOWN,Morning,Shark involvement not confirmed
298,Mar,2016,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Surfing,M,19,Lacerations to right foot and ankle,N,13h30,
299,Mar,2016,Unprovoked,Fiji,Vanua Levu,,Diving for beche-de-mer,M,45,FATAL,Y,Afternoon,
300,Mar,2016,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",,M,12,Superficial injury to foot,N,Afternoon,
301,Mar,2016,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,M,,Puncture wounds to right calf,N,Midnight,Bronze whaler
302,Mar,2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,41,Minor injury to head,N,,Sandtiger shark
303,Feb,2016,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Surfing,M,21,Puncture wounds to right thigh,N,19h00,
304,Feb,2016,Unprovoked,NEW CALEDONIA,South Province,Yate,Fishing,M,31,Forearm bitten,N,16h00,
305,Feb,2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,F,,Avulsion injury to lower leg,N,15h00,
306,Feb,2016,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,M,65,Minor injury to wrist from Southern stingray,UNKNOWN,,No shark involvement
307,Feb,2016,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,M,,"No injury, knocked off board",UNKNOWN,12h30,No shark involvement
308,Feb,2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,45,Foot nipped,N,13h20,
309,Feb,2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Surfing,M,40,"No injury, shark bit board",N,Late afternoon,
310,Feb,2016,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,M,41,Lacerations to scalp,N,,Sandtiger shark
311,Jan,2016,Boating,SOUTH AFRICA,KwaZulu-Natal,,Fishing,M,,"No injury, shark capsized kayak",N,,
312,Jan,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,,Lacerations to both hands,N,14h00,"Reef shark, 5'"
313,Jan,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,F,15,No injury,N,11h30,
314,Jan,2016,Unprovoked,USA,Texas,Off Surfside,Fishing,M,,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,09h30 / 10h00,Bull sharks x 2
315,Jan,2016,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,M,,"No injury to occupants, shark leapt into boat",N,,Mako shark
316,Jan,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,M,48,No injury,N,Morning,"Tiger shark, 14'"
317,Jan,2016,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,M,,Laceration to right foot,N,,Wobbegong shark
318,Jan,2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,M,11,Laceration to right calf,N,Afternoon,Blacktip shark
319,Jan,2016,Unprovoked,AUSTRALIA,Queensland,Miall Island,Fishing,M,31,Lacerations to arms & leg,N,11h30,3 m shark
320,Dec,2015,Boating,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,M,,"No injury, kayak damaged",N,Morning,"White shark, 3 m"
321,Dec,2015,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,38,Lacerations to left forearm,N,,"Silky shark, 6.5'"
322,Dec,2015,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,M,71,"No injury, shark bit board",N,Morning,9' shark
323,Dec,2015,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,43,"No injury, shark leapt on surfboard",N,07h00,"Bronze whaler shark, 6'"
324,Dec,2015,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,M,32,Right hand & part of forearm removed,N,,"Tiger shark, 1.5 m "
325,Dec,2015,Unprovoked,ARUBA,,Boat capsized,Sea disaster,M,58,FATAL,Y,,
326,Dec,2015,Boating,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,,,"No injury, shark rammed boat & bit motor",N,10h30,"White shark, 3.5 m"
327,Dec,2015,Unprovoked,BAHAMAS,,Off Andros Island,Fishing,M,26,"Bitten on thigh, abdomen & hand",N,,Bull shark
328,Dec,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,F,22,Lacerations to both hands and forearms,N,Morning,
329,Nov,2015,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,Lacerations to left calf,N,10h15,Galapagos shark
330,Nov,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,,Right heel injured,N,Afternoon,
331,Nov,2015,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,,Leg injured,N,11h00,
332,Nov,2015,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,Lacerations to hand,N,,"Spinner shark, 7'"
333,Nov,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,20,Injury to left thigh,N,18h15,"Bull shark, 2.8 to 3.1 m"
334,Nov,2015,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,9,Lower left leg injured,UNKNOWN,11h00,Shark involvement not confirmed
335,Nov,2015,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,54,Laceration to right ankle,N,11h00,
336,Nov,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,28,Injury to right ankle/calf & hand,N,14h00,3' to 5' shark
337,Nov,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,M,19,"Arms severely injured, surgically amputated",N,04h00,
338,Oct,2015,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Fishing,M,50,Minor injury,N,,
339,Oct,2015,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,M,10,"Lacerations & puncture wounds to right thigh, calf & ankle",N,14h50,
340,Oct,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,M,42,"Lacerations to right calf, knee & hip",N,15h00,"White shark, 3 to 3.5m "
341,Oct,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,21,Lacerations to left hand,N,14h30,5' shark
342,Oct,2015,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,M,21,Left foot bitten,N,13h50,"Spinner shark, 5'"
343,Oct,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,F,35,FATAL,Y,,
344,Oct,2015,Invalid,USA,Hawaii,"Waikiki, ",Surfing,M,32,Left foot bitten by eel,UNKNOWN,19h20,No shark involvement
345,Oct,2015,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,44,Severe injuries to lower legs. Foot later surgically amputated.,N,11h30,"Tiger shark, 7'"
346,Oct,2015,Boating,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,M,,"No injury, shark rammed kayak repeatedly",N,11h00,Hammerhead sp.
